Interaction_ID,SARS_COV2_Protein_ID,Human_Protein_ID
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:Q8IWA5
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:Q86VM9
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:Q6UX04
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:P25440
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:O60885
intact:EBI-25490454,375e0f905c315e06a99c80b736c125d2,uniprot:O00203
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BSJ2
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BQT8
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q96HW7
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q96HR9
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q96ER3
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q96D53
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q96CW5
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q8NEW0
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q7L8L6
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q6PML9
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q5JRX3
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q4KMQ2
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q10713
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q00765
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P48556
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P38606
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P38435
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P27105
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P13804
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P11310
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:P05026
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:O95070
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:O75439
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9Y6E2
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9Y312
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9ULX6
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9UDR5
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9UBU6
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9NQC3
intact:EBI-25490478,1cd6abff79ad3633e17582eb0e576539,uniprot:Q9BW92
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:Q14181
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:P49643
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:P49642
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:P09884
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:Q99959
intact:EBI-25490637,5c2c364f44079728c451280435c4236a,uniprot:Q8NBJ5
intact:EBI-25490682,63d2c81f37726f44c600eb5225676a66,uniprot:O75347
intact:EBI-25490661,af0cec59296f3c845a7b04500cd6886b,uniprot:Q9HAV7
intact:EBI-25490661,af0cec59296f3c845a7b04500cd6886b,uniprot:Q96CW1
intact:EBI-25490661,af0cec59296f3c845a7b04500cd6886b,uniprot:Q969X5
intact:EBI-25490661,af0cec59296f3c845a7b04500cd6886b,uniprot:P55789
intact:EBI-25490661,af0cec59296f3c845a7b04500cd6886b,uniprot:O94973
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q9HAU0
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q9H2H8
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q99081
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q96IZ5
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q92615
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q8IWR0
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q70EL1
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q6UUV7
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5VUA4
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5T6F2
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5JSZ5
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q5EBL8
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q2T9J0
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q14157
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:Q13546
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:O95391
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:O75592
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:O43823
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:O14874
intact:EBI-25490691,b88e641d00c17a3ce19cc9852c37717c,uniprot:A3KN83
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:P17612
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:O14578
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9Y2I6
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9UJC3
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9UHD2
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BV73
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BV19
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BQS8
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q9BQQ3
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q99996
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96SN8
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96N16
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q96CN9
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q92995
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8TD10
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N8E3
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N4C6
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8N3C7
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8IWJ2
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q8IUD2
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q7Z7A1
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q76N32
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q66GS9
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q5VU43
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q5VT06
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q4V328
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q14789
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q08379
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q08378
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q08117
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q04726
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:Q04724
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:P49454
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:P35241
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:P31323
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:P13861
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:O95684
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:O95613
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:O75506
intact:EBI-25490757,a489cf148afc7205eec14549ffe4ebfd,uniprot:A7MCY6
intact:EBI-25490883,96fda12ecf3dcfec082377cc27e80e55,uniprot:Q9NXA8
intact:EBI-25490883,96fda12ecf3dcfec082377cc27e80e55,uniprot:P12268
intact:EBI-25490883,96fda12ecf3dcfec082377cc27e80e55,uniprot:P06280
intact:EBI-25490979,b6e8ea75d0679d091b1dc44cf395aaf4,uniprot:P07203
intact:EBI-25490979,b6e8ea75d0679d091b1dc44cf395aaf4,uniprot:Q9NXH9
intact:EBI-25490993,99424071c355c54269f6cd3522680033,uniprot:Q9H7F0
intact:EBI-25490993,99424071c355c54269f6cd3522680033,uniprot:Q99720
intact:EBI-25490993,99424071c355c54269f6cd3522680033,uniprot:Q15904
intact:EBI-25490993,99424071c355c54269f6cd3522680033,uniprot:O75964
intact:EBI-25490970,dc6436f559bc873ac013085f6e56d467,uniprot:Q92769
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q8WVC6
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q9NP72
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q9H7Z7
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q9BQE4
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q96DA6
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q96A26
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q8WUY8
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q8WTV0
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q8NBX0
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q8N183
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q7LGA3
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q6ZRP7
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q5VT66
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q5JTV8
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q13724
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:Q12907
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P63218
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P62873
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P62820
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P61586
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P61106
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P61026
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P61019
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P61006
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P51149
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P51148
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P21964
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P11233
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:P00387
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:O95573
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:O43169
intact:EBI-25491011,173be79f5a6fd85a7edb5c75cdc41fa3,uniprot:O00116
intact:EBI-25490898,d7d018de059ea6b8c092267ff6371d38,uniprot:Q9H4P4
intact:EBI-25490898,d7d018de059ea6b8c092267ff6371d38,uniprot:P62330
intact:EBI-25490898,d7d018de059ea6b8c092267ff6371d38,uniprot:P61970
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:Q6Y7W6
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:Q5T1M5
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:Q2M389
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:P52306
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:P16435
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:O60573
intact:EBI-25490913,073edb2349ddcd9a72ecd9f5c1dccdc4,uniprot:O14975
intact:EBI-25490940,6890e7e8e12f73c2dfdae6805ebc9c4f,uniprot:Q9Y5J7
intact:EBI-25490940,6890e7e8e12f73c2dfdae6805ebc9c4f,uniprot:Q9Y5J6
intact:EBI-25490940,6890e7e8e12f73c2dfdae6805ebc9c4f,uniprot:Q9NVH1
intact:EBI-25490940,6890e7e8e12f73c2dfdae6805ebc9c4f,uniprot:Q9BSF4
intact:EBI-25490940,6890e7e8e12f73c2dfdae6805ebc9c4f,uniprot:Q8TEM1
